rate,title,category,count,brief,author
,历史转折中的邓小平, 图书 / 虚构 ,2,"1976年，注定是新中国历史上不寻常的一年。新中国接连失去三位领导人，“四人帮”继续为祸四方。有谁为彷徨的人民作主，有谁为受难的知识分子大声疾呼？10月6日，中共中央采取果断行动，一举…
",

,实习生, 图书 / 虚构 ,10,"宋暖和周格格是上海名牌高校的应届毕业生，没有背景，属于工薪二代，梦想就是找到一个好工作，觅得一个好老公。在屡屡碰壁的求职过程中，一个寝室的她们又同时被一家大型的民营企业录取为实习…
",

,放弃我，抓紧我（上）, 图书 / 虚构 ,,"陈乔恩、王凯、乔任梁领衔主演 年度时尚浪漫爱情大剧《放弃我，抓紧我》同名小说 婚纱的款式有很多种，公主型、鱼尾型、抹胸型…… 爱情的样子也有很多种，浪漫的、悸动的、心酸的…… 这…
",

,蜀山战纪之剑侠传奇（第一部）, 图书 / 虚构 ,9,"东方仙侠玄幻巨制、吴奇隆出品，赵丽颖、陈伟霆主演。 官方同名衍生小说 赤魂血影 傲骨剑心 爱恨之间，总烙印着宿命誓言 ；正邪之念，就在一线之间。 书中附赠精美剧照 精彩剧情抢先体…
",

,咖喱香肠的诞生, 图书 / 虚构 ,4,"在二战时期的1945年，英国军队已开过了易北河，德国面临战败，海军士兵布雷默休假归队途中邂逅了在汉堡粮食局餐厅工作的布绿克太太。一场空袭让两个陌生人走到了一起，布雷默当了逃兵，躲藏在…
",

,永远和三秒半, 图书 / 非虚构 ,4,"此次十年专栏精选结集，或许能提供一个角度够全、距离够近的了解毛尖的可能。 知名作家 毛尖的影评结集，包括作者的代表作和原创新作。作品对世界著名电影和经典文艺片的评论，其见解独特、…
",

7.8,曾许诺·套装共2册（全新修订版）, 图书 / 虚构 ,16,"桐华言情经典，曾许诺大结局，历时一年全新修订。 将爱情写到极致的上古爱情故事。 今生做过最骄傲的事，就是对你爱的承诺。 两百年，许多人、事已被遗忘，曾经的爱恨情仇也成了传说，却也…
",

9.0,夏有乔木，雅望天堂.1, 图书 / 虚构 ,194,"同名电影《夏有乔木，雅望天堂》原著小说。 28岁的园林设计师舒雅望是出生在一个军事后裔家庭。 16岁的时候舒爸让舒雅望去照顾10岁的夏木。 夏木因为童年时候经历一场死亡，跟已经死去多…
",

,纳尼亚传奇系列（套装共7册）, 图书 / 虚构 ,,"《纳尼亚传奇1：狮子·女巫·魔衣橱》讲述了，彼得、苏珊、爱德蒙、露茜通过乡间大宅里的一个魔衣橱来到了神奇的纳尼亚。 在那里，四兄妹与阿斯兰一同击败了白女巫，收复了纳尼亚。四兄妹在…
",

8.8,芭贝特之宴, 图书 / 虚构 ,34,"这部作品被改编成同名丹麦语电影，影片获得1988年奥斯卡最佳外语片奖。 故事发生在19世纪的挪威，一对已经成年的姊妹生活在一个宗教氛围浓厚的村子里，她们甘愿为宗教信仰而放弃世俗情感。后…
",

,狮子、女巫和魔衣柜（中英双语）, 图书 / 虚构 ,4,"在老教授的房子里有许多间屋子，屋子里有许多扇门，但是只有一扇通向另一个世界……纳尼亚。 那里流传着一个预言：两个亚当的儿子和两个夏娃的女儿将会现身，击败邪恶的白女巫，结束永恒的寒…
",

,BJ单身日记三部曲系列套装（共三册）, 图书 / 虚构 ,,"编辑推荐： 最初于《独立报》和《每日电讯报》专栏连载，获得读者的极大好评，风靡英伦，出版后长期居于英国各大排行榜第一名。1998年获英国图书大奖年度图书奖。“尼尔森白金图书奖”，被誉…
",

,功夫熊猫（英文版） , 图书 / 虚构 ,3,"《功夫熊猫》是一部以中国功夫为主题的美国动作喜剧电影，本片以中国古代为背景，其景观、布景、服装以至食物均充满中国元素。故事讲述了一只笨拙的熊猫立志成为武林高手的故事。 Master Shi…
",

,三叶草, 图书 / 虚构 ,,"有一个美丽的传说，四叶草女孩是每个男人的命运女神！海归男神王子尧曾经有个难以忘却三叶草女孩，可是再相遇三叶草女孩居然成了单亲妈妈，而他最好的兄弟成为了三叶草女孩的守护骑士。是成全…
",

,亡者归来, 图书 / 虚构 ,3,"哈格雷夫家的儿子雅各布在8岁那年意外溺死。然而五十多年后的一天，他们亲手埋葬的儿子再一次站在了家门前，声音样貌一如五十年前那个生机勃勃的小男孩。 世界各国的死者纷纷重现人间：惨遭…
",

8.8,百鸟朝凤, 图书 / 虚构 ,145,"电影《百鸟朝凤》同名原著。 《百鸟朝凤》内容简介：肖江虹短篇小说集，具有鲜明的写作立场和态度，完全站在老百姓的立场上，站在生活中弱者这一头，同情他们，热爱他们，为他们说话，看到他…
",

,荣誉：影片《一个男人与一个女人》读解, 图书 / 非虚构 ,,"在北京电影学院有一门各系学生必修的课程：“影片分析课”。该课受到学生们的热烈欢迎。本书是该课主讲教员的部分讲义。 本书是一部影片读解著作，作者以其深厚的电影功力和对电影制作的深入…
",

,为奴十二年, 图书 / 虚构 ,1,"本书为所罗门·诺瑟普在1853年所著传记体小说。作品来自所罗门的亲身经历，他本是一个生活在纽约的自由的黑人，受过教育且已婚。随后遇到两个人，他们许诺在华盛顿帮他找一份工作，当所罗门到…
",

,伯恩的传承, 图书 / 虚构 ,5,"在与宿敌“胡狼”进行顶尖对决之后，杰森·伯恩本以为从此终于能与家人一起过着平静的生活，不料又出现了一个比“胡狼”更年轻、更冷静的杀人机器——可汗。这个有着亚洲脸孔的神秘杀手，不知…
",

,曾许诺·殇（全新修订版）, 图书 / 虚构 ,9,"曾许诺系列终结篇 爱，为谁而殇 承接上册热销狂潮，“山经海纪”书系第一部《曾许诺》系列终结篇——《曾许诺·殇》倾情面世。信任与误解，数千年恩怨的缘起，将一一揭晓，爱恨纠缠，战场征…
",

,如果可以这样爱（上）, 图书 / 虚构 ,4,"很多人总是在认识后才知道不该认识，很多事情总是在发生过后才知道错了，很多时候总是明知道错了还要继续错下去。 可是，我依然无悔。 丈夫和情人突然殉情自杀，葬礼上，白考儿邂逅情敌的丈…
",

9.4,在轮回中找你（电影《一条狗的使命》原著）, 图书 / 虚构 ,53,"电影《一条狗的使命》原著小说。 以狗狗“贝利”视角，讲述自己经过四世轮回，遇到了不同的人和事，直到重遇当初的主人的故事。一个温顺可爱的狗狗贝利与主人意外的相遇开始了主人和汪星人的…
",

,荣誉：影片《罗拉快跑》读解, 图书 / 非虚构 ,7,"在北京电影学院有一门各系学生必修的课程：“影片分析课”。该课受到学生们的热烈欢迎。本书是该课主讲教员的部分讲义。 本书是一部影片读解著作，作者以其深厚的电影功力和对电影制作的深入…
",

,追击者, 图书 / 虚构 ,1,"故事发生在解放前后。当了半辈子小人物的常平安一心想杀敌，可直到解放的前一天，也没等来一次开枪的机会。一次意外，他接连失去了生命中最重要的两个人：情同父亲的师傅和相爱的初恋情人。 …
",

,荣誉：影片《鸟人》读解, 图书 / 非虚构 ,8,"在北京电影学院有一门各系学生必修的课程：“影片分析课”。该课受到学生们的热烈欢迎。本书是该课主讲教员的部分讲义。 本书是一部影片读解著作，作者以其深厚的电影功力和对电影制作的深入…
",

,伪满洲国生死线, 图书 / 虚构 ,1,"作为一部红色革命题材的小说，《伪满洲国生死线》的情节传奇曲折。它讲述了一个伪满警察科长陈凯阴差阳错地卷入进一个护送密码本到革命根据地的任务中，并最终成为一名坚定的共产党员的故事。…
",

9.2,真幌站前番外地, 图书 / 虚构 ,23,"《真幌站前番外地》讲述的依然是多田便利屋的故事。作为《真幌站前多田便利屋》的续篇，多田和行天的便利屋在继续，他们与各色人等的相遇也在继续。 第一部中曾出现的年轻黑社会老大阿星，大…
",

,山海经之赤影传说, 图书 / 虚构 ,3,"上古时代纷争不断，按照祭司的预言，两大部落“东夷”和“九黎”分别派出人马前往桃花坳寻找各自的天降玄女以增强实力。一对好友苏茉和芙儿从此背负不同命运，一个要保护九黎百姓，另一个则要…
",

,伯恩的通牒, 图书 / 虚构 ,2,"经历数载的对抗交锋，杰森•伯恩的宿敌“胡狼”卡洛斯终于突破重重封锁，发现了伯恩的真实身份：语言学教授大卫•韦伯。而这一次胡狼甚至连伯恩的妻儿也不放过！为了保护家人，也为了终结…
",

,嗜血法医（第四季）, 图书 / 虚构 ,1,"本书是系列小说《嗜血法医》系列的第四部。讲述的是主人公法医德克斯特，白天是侦破各种案件的探案高手，晚上则化身为杀手，选择那些劣迹斑斑的恶魔下手，为民除害。本部小说中，德克斯特终于…
",

,叛舰喋血记, 图书 / 虚构 ,,"1787年，英国皇家海军邦蒂号（Bounty）船长威廉·布莱受命前往塔希提。塔希提的风光是如此的美好，以至于船员们不愿离开，愤而哗变。船长和忠于他的船员被抛到小船上，在海上漂泊良久，仅凭一…
",

,魔兽：杜隆坦, 图书 / 虚构 ,5,"在德拉诺世界，强壮、悍勇而独立的霜狼氏族不得不面对越来越严酷的寒冬，可以捕猎的兽群也日益稀少。就在此时，神秘的陌生人古尔丹来到霜火岭，告诉霜狼兽人，有一个富饶的新世界可以供他们尽…
",

,观照电影：艺术、评论和产业的观察, 图书 / 非虚构 ,,"犀利独特的视角，关注电影最热、最具争议的话题，大卫?波德维尔和克里斯汀·汤普森夫妇用清晰风趣的语言，严谨的思考态度，从电影产业、电影写作、电影艺术、电影叙事与风格、电影评鉴和展望…
",

,爱与黑暗的故事, 图书 / 虚构 ,1,"《爱与黑暗的故事》被公认为以色列作家阿摩司 奥兹最优秀的作品，促使奥兹一举夺得歌德文化奖和阿斯图里亚斯王子奖，已被译成近三十种语言。这是关于两个好人的故事，“我”的父亲和母亲。关…
",

,魔兽, 图书 / 虚构 ,10,"平静的艾泽拉斯正处在战争的边缘。 这个世界的原生文明面对着一个恐怖种族的入侵：兽人战士们逃离他们濒死的家园，意欲在新的世界中驻足繁衍。当连接两个世界的传送门洞开，大门一面是制造毁…
",

,放弃我，抓紧我（下）, 图书 / 虚构 ,3,"陈乔恩、王凯、乔任梁领衔主演 年度时尚浪漫爱情大剧《放弃我，抓紧我》同名小说 婚纱的款式有很多种，公主型、鱼尾型、抹胸型…… 爱情的样子也有很多种，浪漫的、悸动的、心酸的…… 这…
",

,昆仑纵队 (电影《巍峨昆仑》原著), 图书 / 虚构 ,,"《昆仑纵队》一书描写了1947年到1948年。胡宗南率领30万国民党部队对我西北解放区大举进攻。驻扎在延安的中央军委决定放弃延安城，转战陕北。为了保密，中央军委化名“昆仑纵队”，最终毛主席…
",

8.6,数字城堡, 图书 / 虚构 ,13,"世界上最隐秘的情报部门——美国国家安全局（NSA）斥巨资建造了一台可以破解一切密码的机器——万能解密机。这台超级电脑帮助NSA挫败了无数恐怖分子的阴谋，但这台电脑也能截获普通人的电子邮…
",

,降临, 图书 / 虚构 ,6,"一瞥之下，过去与未来轰轰然同时并至，我的意识成为长达半个世纪的灰烬，时间未至已成灰。五十年诸般纷纭并发眼底，我的余生尽在其中。还有，你的一生。 特德·姜著，李克勤等译的《你一生的…
",

7.8,北京人在纽约, 图书 / 虚构 ,11,"作者曹桂林先生便是八十年代初赴美成功的新移民。他根据自己的真实经历写下了这部真切、动人、细腻而富有激情的长篇小说。 经典原著畅销100万册，《北京人在纽约》八十年代初，一个年轻的北…
",

7.4,电影中的武器, 图书 / 非虚构 ,12,"本书是一本军事电影集，也是一本武器集。在几十部出现武器装备的电影中，不同种类的枪、军舰、航母、直升机等，都是作者研究的对象，作者以其丰富的知识和独特的视角，对这些武器的外观造型、…
",

9.4,长大, 图书 / 虚构 ,17,"一个关于成长的故事。在一个别人眼里的白色世界里，他们在长大。而这个世界，究竟是什么颜色？曾经永远发表'特别精辟的评论'的'聪明'女孩说——我曾经以为我什么都懂，原来，我曾经对这个世界…
",

,兰陵王妃, 图书 / 虚构 ,4,"改编自本书的同名电视剧《兰陵王妃》正在湖南卫视热播，由新生代偶像张含韵，陈奕，沈建宏等主演。 一场国与国之间的权力争斗，一件改天换命的上古至宝，一个谜一样女子的情缘纠缠。初相见…
",
